"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"1885","sp_case_dfn_impl","Strategy","Has Smear-positive case definition based on a patient having one positive sputum smear (≥ 1 AFB per smear) instead of two positive smears been implemented by public TB services for diagnosing TB?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1886","sp_case_dfn_in_guide","Strategy","Is smear-positive case definition based on a patient having one positive sputum smear (≥ 1 AFB per smear) instead of two positive smears included in TB control guidelines for diagnosis?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1887","sp_cxr_abn_only","Prevalence surveys","Number of pulmonary smear-positive cases found who had screened positive for chest x-ray abnormalities only without screening positive for symptoms",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
"1888","sp_female","Prevalence surveys","Number of pulmonary smear-positive cases found among females",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
"1889","sp_male","Prevalence surveys","Number of pulmonary smear-positive cases found among males",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
"1890","sp_symptomatic","Prevalence surveys","Number of pulmonary smear-positive cases found who had screened positive for symptoms (regardless of chest x-ray result)",NA,NA,"External (from prevalence survey reports and analyses)",NA,NA,NA,0
"1891","spct_screen_all","Strategy","Number of contacts (all ages) of smear-positive TB cases screened for TB",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"1892","spct_screen_chld","Strategy","Number of contacts (children less than 5 years old) of smear-positive TB cases screened for TB",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"1893","staff_avail","Strategy","Number of staff available for TB control",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1894","staff_needed","Strategy","Number of staff needed for TB control",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1895","staff_trained","Strategy","Number of staff trained for TB control",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1896","t_sspct",NA,"Total TB suspects",NA,0,"Total, Data collection form",NA,NA,NA,0
"1897","tb_curic_dr","Strategy","Is TB control (following National Treatment Programme guidelines) formally included in the curricula for basic training of doctors?","0=No; 1=yes;3=Don't know",0,"Strategy, Data collection form",NA,NA,NA,0
"1898","tb_curic_labtech","Strategy","Is TB control (following National Treatment Programme guidelines) formally included in the curricula for basic training of laboratory technicians?","0=No; 1=yes;3=Don't know",0,"Strategy, Data collection form",NA,NA,NA,0
"1899","tb_curic_nurse","Strategy","Is TB control (following National Treatment Programme guidelines) formally included in the curricula for basic training of nurses?","0=No; 1=yes;3=Don't know",0,"Strategy, Data collection form",NA,NA,NA,0
"1900","tb_vac","Strategy","Is the TB National Treatment Programme involved in clinical trials or other research to evaluate effectiveness of  TB vaccines?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1901","tbhiv_014_flg","Notification","Are data on TB/HIV indicators available for new and relapse TB patients that are children aged 0-14 years?","0=No; 1=Yes.",NA,"Notification, Data collection form","2020-","Introduced in 2021 dcyear for countries in the high TB/HIV list only",NA,1
"1902","tbhiv_coh","Outcomes","Outcomes for HIV-positive TB cases, all types: cohort size",NA,-1,"Notification, Data collection form","2012-","Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework)",NA,1
"1903","tbhiv_died","Outcomes","Outcomes for HIV-positive TB cases, all types: died",NA,-1,"Notification, Data collection form","2012-","Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework)",NA,1
"1904","tbhiv_fail","Outcomes","Outcomes for HIV-positive TB cases, all types: treatment failed",NA,-1,"Notification, Data collection form","2012-","Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework)",NA,1
"1905","tbhiv_lost","Outcomes","Outcomes for HIV-positive TB cases, all types: lost to follow-up",NA,-1,"Notification, Data collection form","2012-","Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework)",NA,1
"1906","tbhiv_sentin_cil","Non-routine HIV surveillance","Lower limit (95% confidence interval) of prevalence (%) of HIV in TB patients estimated using sentinel sites",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,1
"1907","tbhiv_sentin_ciu","Non-routine HIV surveillance","Upper limit (95% confidence interval) of prevalence (%) of HIV in TB patients estimated using sentinel sites",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,1
"1908","tbhiv_sentin_prev","Non-routine HIV surveillance","Prevalence (%) of HIV in TB patients estimated using sentinel sites",NA,0,"Strategy, Data collection form",NA,NA,NA,1
"1909","tbhiv_sentin_yr","Non-routine HIV surveillance","Year in which prevalence of HIV in TB patients was estimated using sentinel sites",NA,0,"Strategy, Data collection form",NA,NA,NA,1
"1910","tbhiv_succ","Outcomes","Outcomes for HIV-positive TB cases, all types: treatment success (cured or treatment completed)",NA,-1,"Notification, Data collection form","2012-","Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework)",NA,1
"1911","tbhiv_surv_cil","Non-routine HIV surveillance","Lower limit (95% confidence interval) of prevalence (%) of HIV in TB patients estimated using nationwide representative surveys",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,1
"1912","tbhiv_surv_ciu","Non-routine HIV surveillance","Upper limit (95% confidence interval) of prevalence (%) of HIV in TB patients estimated using nationwide representative surveys",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,1
"1913","tbhiv_surv_prev","Non-routine HIV surveillance","Prevalence (%) of HIV in TB patients estimated using nationwide representative
surveys",NA,0,"Strategy, Data collection form",NA,NA,NA,1
"1914","tbhiv_surv_yr","Non-routine HIV surveillance","Year in which prevalence of HIV in TB patients was estimated using nationwide representative surveys",NA,0,"Strategy, Data collection form",NA,NA,NA,1
"1915","tbhiv_surveil","Strategy","Is there a national surveillance system to measure the prevalence of HIV in TB patients?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"1916","thosp_ic_asmnt","Strategy","Number of tertiary (referral) hospitals with TB infection control assessment",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1917","thosp_ic_person","Strategy","Number of tertiary (referral) hospitals with a person in charge of TB infection control",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1918","thosp_ic_train","Strategy","Number of tertiary (referral) hospitals which conducted training on TB infection",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1919","thosp_tot","Strategy","Total number of tertiary (referral) hospitals",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1920","tmecodes3","Country identification","3 character country/territory codes from TME",NA,0,"WHO STB TME",NA,NA,NA,0
"1921","tot_newrel","Notification","Total new and relapse cases (not used after 2012)",NA,0,"Notification, Data collection form",NA,"This variable cannot be recalculated due to the lack of disaggregation in years previous to 2007. It combines new and relapse cases for DOTS and non-DOTS.",NA,0
"1922","tot_newrel_dots","notif_old","DOTS, Total new and relapse",NA,0,"Notification, Data collection form",NA,"This variable cannot be recalculated due to the lack of disaggregation in years previous to 2007. It combines new and relapse cases for DOTS.",NA,0
"1923","tot_newrel_ndots","notif_old","Non-DOTS, Total new and relapse",NA,0,"Notification, Data collection form",NA,"This variable cannot be recalculated due to the lack of disaggregation in years previous to 2007. It combines new and relapse cases for non-DOTS.",NA,0
"1924","tpt_1hp","Contacts preventive treatment","(If tpt_short_regimens_used=1) Was the 1 month daily rifapentine and isoniazid (1HP) TB preventive treatment regimen used at least once?","0=No; 1=Yes; 3=Don't know;",NA,"Strategy, Data collection form","2021 -",NA,NA,1
"1925","tpt_3hp","Contacts preventive treatment","(If tpt_short_regimens_used=1) Was the 3 month weekly rifapentine and isoniazid (3HP) TB preventive treatment regimen used at least once?","0=No; 1=Yes; 3=Don't know;",NA,"Strategy, Data collection form","2021 -",NA,NA,1
"1926","tpt_3hr","Contacts preventive treatment","(If tpt_short_regimens_used=1) Was the 3 month daily rifampicin and isoniazid (3HR) TB preventive treatment regimen used at least once?","0=No; 1=Yes; 3=Don't know;",NA,"Strategy, Data collection form","2021 -",NA,NA,1
"1927","tpt_4r","Contacts preventive treatment","(If tpt_short_regimens_used=1) Was the 4 month daily rifampicin (4R) TB preventive treatment regimen used at least once?","0=No; 1=Yes; 3=Don't know;",NA,"Strategy, Data collection form","2021 -",NA,NA,1
"1928","tpt_short_regimens_used","Contacts preventive treatment","Were any shorter TB preventive treatment regimes containing rifampicin or rifapentine used at least once?","0=No; 1=Yes; 3=Don't know;",NA,"Strategy, Data collection form","2021 -","Filter question added 2022 dcyear",NA,1
"1929","train_asst_prct","Strategy","By end of year, % of staff in established positions at peripheral level health care units trained by the National Tuberculosis Programme at any time: Health Assistants/Medical Assistants/Clinical Officers, percent",NA,NA,NA,NA,NA,NA,0
"1930","train_charter","Strategy","Have TB personnel been trained on the use of th Patients' Charter for Tuberculosis Care?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
